-250,-250
-237.1794871794872,-250
-224.3589743589744,-250
-211.5384615384615,-250
-198.7179487179487,-250
-185.8974358974359,-250
-173.0769230769231,-250
-160.2564102564102,-250
-147.4358974358974,-250
-134.6153846153846,-250
-121.7948717948718,-250
-108.974358974359,-250
-96.15384615384613,-250
-83.33333333333331,-250
-70.5128205128205,-250
-57.69230769230768,-250
-44.87179487179486,-250
-32.05128205128204,-250
-19.23076923076923,-250
-6.410256410256409,-250
6.410256410256409,-250
19.23076923076923,-250
32.05128205128204,-250
44.87179487179486,-250
57.69230769230768,-250
70.5128205128205,-250
83.33333333333331,-250
96.15384615384613,-250
108.974358974359,-250
121.7948717948718,-250
134.6153846153846,-250
147.4358974358974,-250
160.2564102564102,-250
173.0769230769231,-250
185.8974358974359,-250
198.7179487179487,-250
211.5384615384615,-250
224.3589743589744,-250
237.1794871794872,-250
250,-250
250,-250
243.5897435897436,-237.1794871794872
237.1794871794872,-224.3589743589744
230.7692307692308,-211.5384615384615
224.3589743589744,-198.7179487179487
217.948717948718,-185.8974358974359
211.5384615384615,-173.0769230769231
205.1282051282051,-160.2564102564103
198.7179487179487,-147.4358974358975
192.3076923076923,-134.6153846153846
185.8974358974359,-121.7948717948718
179.4871794871795,-108.974358974359
173.0769230769231,-96.15384615384613
166.6666666666667,-83.33333333333331
160.2564102564102,-70.5128205128205
153.8461538461538,-57.69230769230768
147.4358974358974,-44.87179487179486
141.025641025641,-32.05128205128204
134.6153846153846,-19.23076923076923
128.2051282051282,-6.410256410256409
121.7948717948718,6.410256410256409
115.3846153846154,19.23076923076923
108.974358974359,32.05128205128204
102.5641025641026,44.87179487179486
96.15384615384616,57.69230769230768
89.74358974358975,70.5128205128205
83.33333333333334,83.33333333333331
76.92307692307693,96.15384615384613
70.51282051282051,108.974358974359
64.1025641025641,121.7948717948718
57.69230769230769,134.6153846153846
51.28205128205128,147.4358974358974
44.87179487179488,160.2564102564102
38.46153846153847,173.0769230769231
32.05128205128205,185.8974358974359
25.64102564102564,198.7179487179487
19.23076923076923,211.5384615384615
12.82051282051282,224.3589743589744
6.410256410256411,237.1794871794872
0,250
0,250
-6.410256410256411,237.1794871794872
-12.82051282051282,224.3589743589744
-19.23076923076923,211.5384615384615
-25.64102564102564,198.7179487179487
-32.05128205128205,185.8974358974359
-38.46153846153847,173.0769230769231
-44.87179487179488,160.2564102564103
-51.28205128205128,147.4358974358975
-57.69230769230769,134.6153846153846
-64.1025641025641,121.7948717948718
-70.51282051282051,108.974358974359
-76.92307692307693,96.15384615384613
-83.33333333333334,83.33333333333331
-89.74358974358975,70.5128205128205
-96.15384615384616,57.69230769230768
-102.5641025641026,44.87179487179486
-108.974358974359,32.05128205128204
-115.3846153846154,19.23076923076923
-121.7948717948718,6.410256410256409
-128.2051282051282,-6.410256410256409
-134.6153846153846,-19.23076923076923
-141.025641025641,-32.05128205128204
-147.4358974358974,-44.87179487179486
-153.8461538461538,-57.69230769230768
-160.2564102564102,-70.5128205128205
-166.6666666666667,-83.33333333333331
-173.0769230769231,-96.15384615384613
-179.4871794871795,-108.974358974359
-185.8974358974359,-121.7948717948718
-192.3076923076923,-134.6153846153846
-198.7179487179487,-147.4358974358975
-205.1282051282051,-160.2564102564103
-211.5384615384615,-173.0769230769231
-217.948717948718,-185.8974358974359
-224.3589743589744,-198.7179487179487
-230.7692307692308,-211.5384615384615
-237.1794871794872,-224.3589743589744
-243.5897435897436,-237.1794871794872
-250,-250
